time,sn_day_avg,sn_day_max,sn_day_min,sm_day_avg,sm_day_max,sm_day_min,sx_day_avg,sx_day_max,sx_day_min,dn_day_avg,dn_day_max,dn_day_min,dm_day_avg,dm_day_max,dm_day_min,dx_day_avg,dx_day_max,dx_day_min,ta_day_avg,ta_day_max,ta_day_min,pa_day_avg,pa_day_max,pa_day_min,tp_day_avg,tp_day_max,tp_day_min,ua_day_avg,ua_day_max,ua_day_min,rc_day_avg,rc_day_max,rc_day_min,rd_day_avg,rd_day_max,rd_day_min,ri_day_avg,ri_day_max,ri_day_min,rp_day_avg,rp_day_max,rp_day_min,
2016-07-27 01:00:00+02,0.38,3.00,0.00,1.04,5.50,0.10,1.70,7.70,0.20,192.13,358.00,1.00,229.22,359.00,1.00,202.13,359.00,0.00,22.89,30.20,18.00,989.44,991.20,987.50,23.61,33.00,17.90,66.57,84.80,37.90,0.36,4.69,0.00,522.17,5240.00,0.00,0.02,5.80,0.00,3.42,30.90,0.00,
2016-07-28 01:00:00+02,0.61,3.30,0.00,1.69,4.90,0.10,2.68,7.30,0.40,198.70,308.00,28.00,250.87,348.00,125.00,236.26,359.00,0.00,21.05,23.50,18.80,988.70,989.60,987.90,21.31,24.30,18.70,75.69,84.90,62.80,0.22,1.42,0.00,1757.26,11060.00,0.00,0.04,1.80,0.00,0.99,6.30,0.00,
2016-07-29 01:00:00+02,0.43,3.00,0.00,1.19,5.60,0.10,1.96,11.40,0.20,200.30,358.00,2.00,249.30,359.00,0.00,207.52,359.00,0.00,21.20,28.10,18.30,987.50,988.50,986.20,21.76,29.70,18.30,71.03,86.20,40.00,3.56,4.70,0.00,5309.57,12540.00,0.00,0.20,32.70,0.00,28.23,32.70,0.00,
2016-07-30 01:00:00+02,0.59,4.10,0.00,1.69,6.60,0.10,2.71,8.80,0.30,188.43,358.00,2.00,239.48,355.00,6.00,228.35,359.00,0.00,22.82,28.50,16.30,987.80,989.00,986.70,23.42,29.20,16.20,58.50,85.60,35.00,0.22,4.70,0.00,332.78,7360.00,0.00,0.00,0.90,0.00,2.12,32.70,0.00,
2016-07-31 01:00:00+02,0.46,3.80,0.00,1.37,7.50,0.10,2.29,12.70,0.30,188.35,359.00,0.00,223.17,359.00,0.00,196.96,359.00,0.00,21.78,31.80,17.90,986.16,987.60,984.30,22.32,33.50,17.90,68.38,85.10,32.50,7.87,26.63,0.00,2524.61,11200.00,0.00,1.16,80.90,0.00,34.16,85.60,0.00,
2016-08-01 01:00:00+02,0.66,3.00,0.00,1.90,6.40,0.10,3.08,8.50,0.30,215.96,336.00,11.00,269.52,358.00,38.00,231.57,359.00,0.00,19.29,22.80,15.40,988.26,992.20,984.30,19.60,23.70,15.40,70.75,86.30,48.80,12.55,30.32,0.18,11202.26,13970.00,50.00,0.69,81.50,0.00,87.56,88.00,10.40,
2016-08-02 01:00:00+02,0.47,3.20,0.00,1.27,4.70,0.10,2.04,6.60,0.30,197.13,355.00,0.00,245.22,358.00,2.00,236.61,359.00,0.00,19.15,24.80,12.90,991.02,992.80,988.90,19.85,26.30,12.80,54.01,83.30,28.90,0.55,12.44,0.00,544.57,12320.00,0.00,0.00,0.00,0.00,3.89,88.00,0.00,
2016-08-03 01:00:00+02,0.55,3.50,0.00,1.51,4.60,0.10,2.42,6.40,0.20,200.30,359.00,4.00,251.83,352.00,4.00,236.30,359.00,0.00,20.52,25.30,16.90,989.54,990.90,988.50,21.18,26.70,17.00,54.13,72.60,38.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-08-04 01:00:00+02,0.45,4.00,0.00,1.26,5.40,0.10,2.03,7.50,0.20,183.78,359.00,0.00,237.91,358.00,1.00,219.70,359.00,0.00,24.15,30.50,17.80,988.07,989.10,986.90,24.73,31.40,17.80,54.98,75.80,33.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-08-05 01:00:00+02,0.48,3.40,0.00,1.50,5.50,0.10,2.51,8.80,0.30,193.04,359.00,1.00,242.52,359.00,0.00,209.65,359.00,0.00,24.56,31.80,17.80,986.48,991.60,985.00,25.36,32.60,18.00,56.13,79.80,30.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-08-06 01:00:00+02,0.59,2.40,0.00,1.64,4.00,0.30,2.61,6.20,0.60,221.74,326.00,90.00,272.30,358.00,1.00,239.22,359.00,0.00,16.62,17.90,15.40,995.01,998.10,991.50,16.76,18.00,15.40,77.58,83.50,70.30,0.69,1.58,0.00,2102.22,4730.00,0.00,0.07,4.20,0.00,2.03,4.20,0.00,
2016-08-07 01:00:00+02,0.61,4.10,0.00,1.81,6.10,0.10,2.94,8.10,0.30,218.30,330.00,75.00,268.96,355.00,0.00,232.35,359.00,0.00,18.09,23.30,13.40,998.87,1000.50,997.70,18.61,24.20,13.40,56.55,83.00,32.50,0.07,1.58,0.00,209.09,4730.00,0.00,0.00,0.00,0.00,0.19,4.20,0.00,
2016-08-08 01:00:00+02,0.37,3.00,0.00,1.07,4.40,0.10,1.76,6.00,0.30,181.43,357.00,1.00,233.39,359.00,0.00,226.74,359.00,0.00,20.71,28.80,11.50,994.27,997.80,991.00,21.49,30.10,11.40,52.82,81.40,29.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-08-09 01:00:00+02,0.65,4.60,0.00,1.85,11.30,0.10,3.01,18.00,0.30,219.65,356.00,0.00,256.13,359.00,0.00,203.61,359.00,0.00,20.77,28.50,14.70,989.75,991.10,987.20,21.32,29.80,15.00,60.68,81.20,36.00,0.10,0.37,0.00,362.22,1400.00,0.00,0.02,2.40,0.00,0.81,2.70,0.00,
2016-08-10 01:00:00+02,0.47,2.60,0.00,1.34,5.40,0.10,2.21,7.90,0.30,254.24,359.00,0.00,230.29,359.00,0.00,119.19,359.00,0.00,12.95,14.80,11.40,990.51,991.90,989.80,13.05,15.00,11.50,80.02,83.80,71.70,4.72,11.55,0.00,11076.05,29290.00,0.00,1.07,28.70,0.00,6.63,29.10,0.00,
2016-08-11 01:00:00+02,0.56,3.40,0.00,1.61,5.00,0.10,2.57,7.00,0.30,215.70,358.00,1.00,258.17,359.00,0.00,221.96,359.00,0.00,13.07,17.00,9.20,994.07,996.00,991.60,13.39,17.70,9.10,70.74,83.80,45.00,0.52,11.00,0.00,1671.09,29290.00,0.00,0.00,0.30,0.00,0.57,8.10,0.00,
2016-08-12 01:00:00+02,0.45,3.20,0.00,1.19,4.70,0.10,1.93,6.40,0.30,192.26,352.00,6.00,243.13,359.00,4.00,236.13,359.00,0.00,14.62,20.00,7.20,996.79,997.80,995.80,15.13,21.60,7.00,57.70,85.50,29.10,0.00,0.06,0.00,31.39,710.00,0.00,0.00,0.00,0.00,0.02,0.40,0.00,
2016-08-13 01:00:00+02,0.64,3.80,0.00,1.74,5.60,0.10,2.75,7.80,0.30,201.26,288.00,25.00,251.04,346.00,25.00,248.83,359.00,0.00,17.21,21.10,11.60,996.62,997.70,995.10,17.59,21.90,11.50,65.22,82.00,53.50,0.01,0.02,0.00,13.78,20.00,0.00,0.00,1.30,0.00,0.97,1.40,0.00,
2016-08-14 01:00:00+02,0.59,4.70,0.00,1.76,7.10,0.10,2.89,9.50,0.20,209.70,358.00,2.00,261.43,356.00,3.00,238.70,359.00,0.00,20.08,25.70,13.20,993.99,995.10,992.70,20.50,26.50,13.10,66.22,84.10,44.60,0.02,0.09,0.00,84.30,390.00,0.00,0.00,1.20,0.00,0.36,1.40,0.00,
2016-08-15 01:00:00+02,0.54,3.50,0.00,1.54,5.40,0.10,2.50,7.90,0.30,220.43,334.00,52.00,274.17,358.00,1.00,222.65,359.00,0.00,18.85,22.70,14.70,994.39,995.50,993.20,19.34,23.50,14.90,57.06,82.10,34.80,0.00,0.09,0.00,17.26,390.00,0.00,0.00,0.00,0.00,0.06,1.40,0.00,
2016-08-16 01:00:00+02,0.45,3.50,0.00,1.34,5.60,0.10,2.19,7.70,0.30,216.85,358.00,1.00,265.85,359.00,1.00,198.55,358.00,0.00,16.58,20.60,13.50,990.73,993.20,987.80,17.02,21.80,13.70,61.47,77.70,40.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-08-17 01:00:00+02,0.39,2.80,0.00,1.06,4.30,0.10,1.73,7.00,0.30,205.46,359.00,0.00,201.38,359.00,0.00,172.54,359.00,0.00,15.81,20.50,12.00,986.72,987.70,986.00,16.19,21.70,11.90,64.44,82.30,41.50,0.64,1.30,0.00,1753.17,3490.00,0.00,0.05,12.00,0.00,6.23,12.00,0.00,
2016-08-18 01:00:00+02,0.40,3.10,0.00,1.08,4.70,0.10,1.77,6.80,0.30,180.67,358.00,1.00,229.14,357.00,0.00,225.05,359.00,0.00,17.87,25.60,9.70,985.42,986.70,984.20,18.63,26.90,9.60,53.95,84.10,27.90,0.06,1.30,0.00,168.95,3490.00,0.00,0.00,0.00,0.00,0.58,12.00,0.00,
2016-08-19 01:00:00+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-20 01:00:00+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-21 01:00:00+02,0.60,3.70,0.00,1.76,6.20,0.20,2.85,9.90,0.50,195.08,359.00,0.00,241.54,358.00,15.00,231.46,359.00,0.00,20.17,26.80,16.10,990.94,993.30,989.10,20.47,28.30,16.10,72.30,84.60,44.30,5.14,9.24,0.00,7137.00,13800.00,0.00,0.69,41.60,0.00,26.54,44.50,0.00,
2016-08-22 01:00:00+02,0.50,2.60,0.00,1.43,4.70,0.20,2.28,6.30,0.50,217.91,319.00,60.00,267.39,346.00,8.00,245.04,359.00,0.00,16.74,18.70,14.90,996.51,999.70,993.00,16.93,19.10,15.10,76.91,83.70,62.60,0.44,9.24,0.00,1159.39,13800.00,0.00,0.00,0.30,0.00,2.23,44.50,0.00,
2016-08-23 01:00:00+02,0.47,2.80,0.00,1.27,4.30,0.20,2.05,5.80,0.30,204.00,348.00,9.00,259.27,348.00,149.00,231.07,359.00,0.00,17.52,24.50,12.10,999.63,1000.50,998.40,18.04,25.70,12.10,67.45,86.10,37.90,0.00,0.06,0.00,66.40,980.00,0.00,0.00,0.00,0.00,0.03,0.40,0.00,
2016-08-24 01:00:00+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-25 01:00:00+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-26 01:00:00+02,0.41,3.00,0.00,1.31,4.40,0.10,2.24,7.30,0.30,162.13,359.00,0.00,119.52,359.00,0.00,147.17,359.00,0.00,20.64,27.60,13.20,996.62,997.80,995.00,21.29,29.30,13.10,55.42,80.90,33.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-08-27 01:00:00+02,0.29,2.80,0.00,0.86,3.60,0.10,1.46,5.10,0.30,177.52,359.00,0.00,223.57,358.00,10.00,210.48,359.00,0.00,21.82,29.60,13.20,995.52,997.00,993.80,22.61,31.20,13.10,56.64,82.80,29.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-08-28 01:00:00+02,0.36,2.90,0.00,0.98,3.70,0.10,1.59,4.90,0.30,196.22,347.00,2.00,243.04,358.00,1.00,229.87,359.00,0.00,22.58,30.60,14.80,992.05,994.30,989.50,23.30,31.60,14.70,58.94,83.20,34.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-08-29 01:00:00+02,0.58,3.90,0.00,1.72,6.40,0.10,2.79,9.40,0.20,211.13,359.00,9.00,262.17,359.00,1.00,236.39,359.00,0.00,20.99,27.80,15.60,989.21,992.50,988.00,21.32,28.70,15.60,67.89,83.20,43.10,1.67,5.95,0.00,874.96,5470.00,0.00,0.23,51.70,0.00,18.20,54.60,0.00,
2016-08-30 01:00:00+02,0.59,3.30,0.00,1.66,5.60,0.10,2.72,8.40,0.30,228.78,350.00,3.00,276.52,358.00,0.00,207.17,359.00,0.00,18.44,22.70,12.70,995.76,998.60,992.40,18.83,23.50,12.70,59.38,85.20,30.10,0.26,5.95,0.00,242.91,5500.00,0.00,0.00,0.10,0.00,2.41,54.60,0.00,
2016-08-31 01:00:00+02,0.37,2.30,0.00,1.11,4.20,0.10,1.86,6.40,0.30,160.30,359.00,0.00,182.22,359.00,1.00,197.39,359.00,0.00,16.64,23.00,9.30,997.95,999.20,996.20,17.39,24.30,9.30,55.97,81.80,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-09-01 01:00:00+02,0.44,4.30,0.00,1.22,5.90,0.10,1.95,7.90,0.30,211.96,358.00,1.00,257.54,358.00,0.00,214.42,359.00,0.00,18.32,25.80,10.50,994.39,996.20,992.70,18.86,26.50,10.40,57.46,80.40,31.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-09-02 01:00:00+02,0.46,4.00,0.00,1.25,5.70,0.10,2.00,7.70,0.30,201.39,358.00,1.00,246.91,359.00,0.00,229.65,359.00,0.00,19.57,26.20,13.70,993.20,994.20,992.20,20.06,27.30,13.70,57.87,78.70,31.60,0.00,0.00,0.00,7.30,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-09-03 01:00:00+02,0.44,3.70,0.00,1.15,5.10,0.10,1.82,6.40,0.20,199.65,357.00,0.00,246.74,357.00,1.00,222.26,359.00,0.00,19.40,25.80,12.30,991.85,993.40,990.00,19.83,26.40,12.20,61.93,82.40,39.00,0.00,0.00,0.00,0.43,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-09-04 01:00:00+02,0.74,4.60,0.00,2.08,7.90,0.10,3.34,11.50,0.40,207.74,359.00,34.00,256.83,358.00,7.00,244.52,359.00,0.00,21.08,28.10,13.70,987.12,990.20,983.50,21.51,28.70,13.70,57.13,82.80,31.20,0.02,0.40,0.00,68.26,1290.00,0.00,0.01,4.00,0.00,0.28,4.60,0.00,
2016-09-05 01:00:00+02,0.62,3.90,0.00,1.84,6.50,0.10,3.02,11.40,0.30,232.78,359.00,0.00,260.43,359.00,0.00,182.74,359.00,0.00,16.88,19.00,14.70,985.66,989.20,982.80,17.03,19.40,14.70,74.65,84.50,57.10,3.70,5.03,0.00,11503.43,19100.00,0.00,0.20,19.00,0.00,22.96,25.70,0.00,
2016-09-06 01:00:00+02,0.93,3.80,0.00,2.42,6.10,0.10,3.93,9.40,0.30,233.17,359.00,0.00,82.39,359.00,0.00,82.70,359.00,0.00,16.88,19.70,14.50,995.47,1000.80,989.00,17.06,20.20,14.50,78.08,83.80,68.50,0.35,5.83,0.00,1834.17,21550.00,0.00,0.04,4.70,0.00,1.96,25.70,0.00,
2016-09-07 01:00:00+02,0.49,3.00,0.00,1.47,5.10,0.10,2.44,6.90,0.20,148.43,359.00,0.00,122.96,359.00,1.00,128.87,358.00,0.00,19.77,24.70,16.00,997.91,1000.50,994.30,20.22,25.80,16.10,70.20,83.40,52.70,0.01,0.13,0.00,45.96,1040.00,0.00,0.00,0.00,0.00,0.04,1.00,0.00,
2016-09-08 01:00:00+02,0.52,4.50,0.00,1.44,6.30,0.10,2.34,7.30,0.20,202.48,346.00,0.00,252.26,359.00,2.00,220.39,359.00,0.00,20.46,28.00,14.30,991.72,994.40,989.50,21.08,29.10,14.40,63.74,87.10,32.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-09-09 01:00:00+02,0.30,2.20,0.00,0.86,3.80,0.10,1.43,5.20,0.20,188.00,359.00,0.00,227.26,359.00,0.00,201.96,359.00,0.00,21.48,29.50,13.50,990.69,991.80,989.90,22.18,30.90,13.50,59.18,83.00,32.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-09-10 01:00:00+02,0.29,2.70,0.00,0.89,4.10,0.10,1.53,5.50,0.30,177.04,359.00,0.00,209.61,359.00,0.00,189.13,359.00,0.00,21.42,28.70,14.70,991.55,992.50,990.50,22.08,30.30,14.60,60.82,83.70,33.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-09-11 01:00:00+02,0.29,1.80,0.00,0.84,2.80,0.10,1.40,4.30,0.30,186.74,359.00,0.00,214.65,359.00,0.00,208.74,359.00,0.00,21.43,29.80,14.10,992.42,994.30,991.40,22.09,31.10,14.00,60.87,83.50,31.40,0.04,0.06,0.00,7.04,10.00,0.00,0.00,3.30,0.00,2.32,3.30,0.00,
2016-09-12 01:00:00+02,0.39,2.70,0.00,1.19,4.50,0.10,1.98,7.60,0.20,177.13,359.00,0.00,191.17,359.00,0.00,186.35,359.00,0.00,21.37,28.50,14.30,994.29,995.40,993.40,21.86,29.80,14.10,57.81,83.30,30.50,0.00,0.06,0.00,0.43,10.00,0.00,0.00,0.00,0.00,0.15,3.30,0.00,
2016-09-13 01:00:00+02,0.39,3.00,0.00,1.13,4.50,0.10,1.87,6.70,0.20,182.26,359.00,0.00,183.00,359.00,0.00,173.78,359.00,0.00,21.12,28.80,13.90,992.57,993.80,990.90,21.62,30.00,13.80,56.02,81.10,29.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-09-14 01:00:00+02,0.49,3.20,0.00,1.39,4.60,0.10,2.28,6.30,0.30,190.74,359.00,0.00,138.65,359.00,0.00,123.83,359.00,0.00,19.18,24.20,12.80,991.37,992.40,990.60,19.65,25.20,12.80,55.87,79.20,30.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-09-15 01:00:00+02,0.45,3.50,0.00,1.44,5.00,0.10,2.42,7.50,0.30,158.00,359.00,0.00,128.26,359.00,0.00,132.57,359.00,0.00,17.79,24.80,10.30,991.04,992.20,989.90,18.25,25.90,10.10,55.72,76.60,38.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-09-16 01:00:00+02,0.39,2.80,0.00,1.16,4.80,0.10,1.98,7.90,0.20,178.61,359.00,0.00,154.52,359.00,0.00,136.22,357.00,0.00,20.17,27.70,12.80,987.51,989.90,985.30,20.66,28.90,12.70,57.02,76.80,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-09-17 01:00:00+02,0.35,2.30,0.00,0.90,4.00,0.10,1.45,7.00,0.20,194.00,359.00,0.00,185.26,359.00,0.00,170.96,359.00,0.00,17.71,19.80,15.40,984.73,985.60,983.50,17.79,20.00,15.30,79.26,85.50,69.80,1.13,4.33,0.00,4633.48,16190.00,0.00,0.18,6.70,0.00,2.98,7.50,0.00,
2016-09-18 01:00:00+02,0.70,3.20,0.00,2.06,5.00,0.10,3.37,7.10,0.20,109.83,359.00,0.00,72.57,349.00,10.00,119.74,351.00,19.00,14.00,17.80,12.30,986.18,987.20,984.80,14.19,17.80,12.50,82.49,85.70,77.80,0.19,4.33,0.00,715.65,16190.00,0.00,0.00,0.00,0.00,0.33,7.50,0.00,
2016-09-19 01:00:00+02,0.72,3.00,0.00,2.08,5.40,0.20,3.46,8.10,0.50,150.30,359.00,0.00,76.52,359.00,1.00,118.91,351.00,0.00,12.01,13.00,11.00,986.54,987.90,985.40,12.14,13.30,11.00,82.14,85.60,71.40,0.01,0.04,0.00,131.78,490.00,0.00,0.00,0.40,0.00,0.18,0.50,0.00,
2016-09-20 01:00:00+02,0.57,4.30,0.00,1.54,6.20,0.10,2.50,7.80,0.30,260.83,359.00,0.00,165.30,359.00,0.00,106.35,359.00,0.00,11.68,14.90,8.60,988.80,990.40,987.30,12.06,15.90,8.90,60.91,83.60,41.50,0.01,0.04,0.00,62.04,490.00,0.00,0.00,0.60,0.00,0.12,0.70,0.00,
2016-09-21 01:00:00+02,0.33,2.80,0.00,0.89,3.90,0.10,1.46,5.20,0.30,220.70,359.00,0.00,206.39,359.00,0.00,167.26,359.00,0.00,10.68,14.90,7.00,991.05,993.40,989.90,10.94,16.00,6.80,72.50,84.20,52.10,0.37,0.50,0.00,1747.96,2440.00,0.00,0.02,3.60,0.00,2.89,3.80,0.00,
2016-09-22 01:00:00+02,0.55,3.70,0.00,1.44,5.50,0.10,2.26,7.40,0.40,206.09,350.00,0.00,252.96,357.00,1.00,239.70,359.00,0.00,10.19,15.60,5.60,994.62,995.60,993.30,10.41,16.30,5.50,72.26,82.40,49.20,0.30,0.61,0.00,476.65,2440.00,0.00,0.03,10.10,0.00,5.18,10.20,0.00,
2016-09-23 01:00:00+02,0.66,4.70,0.00,1.60,6.50,0.10,2.44,8.40,0.20,213.04,310.00,1.00,254.61,354.00,10.00,242.13,359.00,0.00,12.41,18.00,6.20,996.95,998.50,995.50,12.76,18.80,6.10,61.97,83.10,35.60,0.03,0.61,0.00,36.26,820.00,0.00,0.00,0.00,0.00,0.45,10.20,0.00,
2016-09-24 01:00:00+02,0.59,5.40,0.00,1.38,6.20,0.00,2.09,8.30,0.20,201.04,357.00,0.00,238.57,359.00,0.00,232.52,359.00,0.00,11.98,17.30,7.20,998.51,999.50,997.70,12.10,17.70,7.20,76.49,86.10,56.50,4.35,13.41,0.00,924.30,2940.00,0.00,0.58,91.50,0.00,34.63,98.80,0.00,
2016-09-25 01:00:00+02,0.58,5.50,0.00,1.60,6.20,0.10,2.69,8.10,0.30,177.48,359.00,0.00,205.00,359.00,1.00,173.17,359.00,0.00,11.66,17.80,6.50,997.08,998.50,995.60,12.24,19.00,6.60,69.26,87.00,36.50,0.59,13.41,0.00,129.96,2940.00,0.00,0.00,0.00,0.00,4.37,98.80,0.00,
2016-09-26 01:00:00+02,0.53,3.20,0.00,1.62,6.00,0.10,2.75,8.30,0.30,149.57,359.00,0.00,109.43,359.00,0.00,120.43,357.00,0.00,10.58,16.20,6.10,996.82,998.20,995.70,10.84,17.10,5.90,74.46,86.20,54.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-09-27 01:00:00+02,0.37,2.70,0.00,1.10,3.30,0.10,1.83,4.60,0.20,155.48,359.00,0.00,129.74,359.00,1.00,150.43,358.00,0.00,10.45,17.70,6.60,999.65,1001.20,997.90,10.92,18.50,6.70,72.29,84.50,46.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-09-28 01:00:00+02,0.59,4.00,0.00,1.73,7.50,0.10,2.85,11.00,0.30,207.39,338.00,34.00,261.35,355.00,6.00,237.52,359.00,0.00,13.05,20.20,4.30,997.91,1000.90,994.60,13.36,20.90,4.60,67.15,85.80,42.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-09-29 01:00:00+02,0.83,4.80,0.00,2.34,7.70,0.10,3.76,9.50,0.30,201.09,348.00,0.00,249.87,349.00,9.00,253.52,359.00,0.00,18.67,23.40,13.50,993.27,995.80,989.10,18.97,23.90,13.50,54.06,70.80,39.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-09-30 01:00:00+02,0.51,3.70,0.00,1.51,7.10,0.10,2.48,10.90,0.30,193.13,359.00,1.00,220.09,359.00,0.00,208.87,359.00,0.00,18.09,24.40,12.70,989.08,990.00,988.20,18.41,25.10,12.60,58.07,80.60,37.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-10-01 01:00:00+02,0.31,2.50,0.00,0.88,3.60,0.10,1.47,5.90,0.20,173.96,359.00,0.00,194.74,359.00,0.00,198.61,359.00,0.00,17.19,24.90,10.90,987.37,989.00,985.40,17.76,26.10,10.90,63.48,82.80,35.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-10-02 01:00:00+02,0.33,2.20,0.00,0.90,3.70,0.10,1.48,6.60,0.20,212.96,358.00,0.00,242.91,359.00,0.00,197.87,359.00,0.00,15.93,22.70,9.30,987.25,988.70,985.90,16.32,24.00,9.40,68.96,84.20,44.10,1.91,11.25,0.00,981.00,6330.00,0.00,0.49,59.30,0.00,12.58,65.80,0.00,
2016-10-03 01:00:00+02,0.71,13.10,0.00,2.10,17.10,0.10,3.46,25.90,0.30,212.39,340.00,37.00,265.61,357.00,0.00,250.35,359.00,0.00,12.37,14.70,10.60,990.49,992.20,988.00,12.51,14.70,10.70,81.51,83.80,77.60,1.21,11.25,0.00,2944.43,7140.00,0.00,0.08,3.30,0.00,5.11,65.80,0.00,
2016-10-04 01:00:00+02,1.04,6.00,0.00,2.82,9.00,0.20,4.73,13.60,0.50,265.78,359.00,0.00,154.52,359.00,0.00,116.17,358.00,0.00,10.54,13.00,6.20,992.23,996.60,988.70,10.67,13.10,6.30,70.84,86.40,46.20,10.82,14.93,0.00,20788.26,30720.00,0.00,0.63,10.50,0.00,9.68,11.20,0.00,
2016-10-05 01:00:00+02,0.88,3.50,0.00,2.78,6.20,0.30,4.75,10.40,0.80,240.61,351.00,0.00,279.70,359.00,0.00,195.70,359.00,0.00,5.15,7.10,4.20,990.06,995.50,982.40,5.36,7.20,4.50,74.72,84.80,61.60,2.60,14.93,0.00,10836.30,33580.00,0.00,0.33,4.90,0.00,2.19,11.20,0.00,
2016-10-06 01:00:00+02,0.68,3.40,0.00,2.07,5.40,0.10,3.48,8.20,0.30,116.00,359.00,0.00,75.52,352.00,3.00,126.26,359.00,3.00,6.09,9.30,3.20,986.44,990.20,982.60,6.52,10.10,3.90,71.07,84.10,47.70,0.38,8.59,0.00,1491.96,33620.00,0.00,0.00,0.00,0.00,0.22,4.90,0.00,
2016-10-07 01:00:00+02,0.45,2.20,0.00,1.19,3.30,0.10,1.87,5.10,0.30,215.78,357.00,0.00,248.13,359.00,0.00,205.52,359.00,0.00,6.21,11.90,1.90,990.38,991.30,989.50,6.83,13.90,3.10,70.41,82.60,46.00,0.00,0.00,0.00,0.87,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016-10-08 01:00:00+02,0.52,2.80,0.00,1.61,4.30,0.20,2.66,6.20,0.40,209.22,344.00,5.00,263.83,350.00,147.00,240.13,359.00,0.00,6.41,8.00,4.60,990.58,992.90,988.70,6.61,8.20,4.90,76.44,83.20,69.70,0.05,0.17,0.00,488.83,1390.00,0.00,0.01,1.80,0.00,0.67,1.80,0.00,
2016-10-09 01:00:00+02,0.39,2.80,0.00,1.12,4.50,0.10,1.80,6.80,0.20,205.83,359.00,2.00,246.09,358.00,0.00,221.61,359.00,0.00,6.98,11.10,3.10,994.41,995.90,992.90,7.42,11.90,3.80,70.92,85.10,47.60,0.01,0.17,0.00,72.30,1390.00,0.00,0.00,0.30,0.00,0.10,1.80,0.00,
2016-10-10 01:00:00+02,0.47,3.00,0.00,1.18,3.90,0.10,1.84,5.60,0.30,210.48,358.00,43.00,259.74,354.00,0.00,221.70,359.00,0.00,8.12,9.70,6.80,995.09,996.10,993.30,8.32,10.00,6.90,76.41,82.60,61.20,0.18,0.40,0.00,958.00,2260.00,0.00,0.01,2.30,0.00,1.59,2.80,0.00,
